key;author;employer;country
journals/eaai/GaneshKMR14;Rahul Krishna;Kyambogo University;UG
journals/ijbc/DubinkinaGSCC11;Yoann Sallaz-Damaz;Stratford College London;GB
journals/siamcomp/BlumRS97;Baruch Schieber;Al Ghurair University;AE
journals/gis/YangLYZZWZ21;Lei Zhang 0151;Ecole Supérieure des Sciences et Technologie de l'Ingénieur de Nancy;FR
journals/rfc/rfc2688;Steve Jackowski;State University of New York Empire State College;US
journals/lgrs/WenMC06;Guoyong Wen;Thomas Aquinas College;US
journals/information/CunhaDACBASS22;Jorge Barreiros;Goddard College;US
journals/jamia/HoganTIGGORW03;J. Michael Robinson;Sunmoon University;KR
journals/cn/YiWLDH18;Xingwei Wang 0001;Hebei Medical University;CN
journals/corr/abs-2105-10993;Oren Salzman;Chongqing Normal University Foreign Trade and Business College;CN
journals/tompecs/AzimiFGR18;Tyler Fox;James Madison University;US
journals/corr/BlondinFHH15;Christoph Haase;Technical University in Kosice;SK
journals/cai/SantiagoYEGP11;Rocío Pérez de Prado;Universitas Putera Batam;ID
journals/twc/YangJSD20;Tao Jiang 0016;Indiana University - Northwest;US
journals/tcyb/XuWP21a;Zheng-Guang Wu;Eastern Conservatory of Music;US
journals/cin/OnaBCCJ18;Carlos Balaguer;Kettering University (GMI);US
journals/siamnum/SchotzauSW13a;Dominik Schötzau;Josai University;JP
journals/tie/YangPMZ12;W. M. Zhang;Pukyong National University;KR
journals/infsof/DingLTV14;Peng Liang 0001;Embry Riddle Aeronautical University, Prescott;US
journals/jrnal/ShibanokiWNCT18;Taro Shibanoki;Franklin College;US
journals/nar/AurrecoecheaBBBCFGGGGHHIKKLNPPPRSSTW11;Gregory R. Grant;Fachhochschule Nordhausen;DE
journals/imcs/SherifA03;Rod Ayers;Universidad Autónoma de Colombia;CO
journals/jamia/StaesJKKK20;James Jellison;Columbus University;PA
journals/tmis/RoySMVA21;Shamik Sural;Ecole Polytechnique Marseille;FR
journals/cm/GozdeckiC14;Tomasz Chmielecki;Maryville College;US
journals/corr/abs-1903-00374;Chelsea Finn;Thomas More College of Liberal Arts;US
journals/fgcs/MostefaouiRV01;Michel Raynal;University of Abertay Dundee;GB
journals/scheduling/AgnetisFNP11;Gaia Nicosia;Ohio University - Lancaster;US
journals/access/YuZYXYYLPGL19;Jie Zhang 0006;Ho Chi Minh City University of Architecture;VN
journals/ijsnet/ZhengSWLXC21;Zhi Li;Dr. D.Y. Patil University;IN
journals/tac/HaddadK98;Wassim M. Haddad;Aquinas College;US
journals/access/YangYMZN15;Zhangbing Zhou;Technische Universität Ilmenau;DE
journals/ett/HuppertS07;Carolin Huppert;Pukyong National University;KR
journals/isci/DongLXDZP18;Ke Lu;University of the Thai Chamber of Commerce;TH
journals/cp/WasnerMFN14;Martin H. Fischer;Universidade do Estado do Rio de Janeiro;BR
journals/corr/abs-2104-11507;Sheldon Fung;West Virginia State College;US
journals/ivc/YaghoubiBNKP20;Diana Borza;Universitas Gajayana Malang;ID
journals/iacr/JagerKSS10;Sven Schäge;Aleksander Zelwerowicz State Theatre Academy;PL
journals/tomccap/BenevenutoRAAR09;Keith W. Ross;Willamette University;US
journals/eceasst/Chimiak-OpokaD10;Joanna Dobroslawa Chimiak-Opoka;Islamic Azad University, Bostanabad;IR
journals/tem/XuSC17;Lingling Xu;Gurukula Kangri University;IN
journals/te/JouL02;Jau-Ji Jou;Davenport College of Business, Lansing;US
journals/icl/ShenL10;Xuhua Shen;"Music Academy ""Felix Nowowiejski"" in Bydgoszcz";PL
journals/mis/YigitOOSG21;Umut Özkaya;University College of Skövde;SE
journals/corr/abs-2107-02450;Kasun Vithanage;Oregon Institute of Technology;US
journals/jmiv/HuZL21;Lihua Hu;Institute of Teachers Education, Penang;MY
journals/tvt/ZhangGS22;Kai Gu;Gonzaga University;US
journals/nature/ConsortiumFKRB14;J. Kenneth Baillie;Emory University;US
journals/transci/GianessiALC16;Lucas Létocart;Nukus State Teachers Training Institute;UZ
journals/jamia/Moreno-CondeAMC16;Jesús Moreno-Conde;Universitas Negeri Gorontalo;ID
journals/jclinbioinf/MohamadIRBHSANR15;MohdSalleh Rofiee;Andrzej Frycz Modrzewski Cracow College;PL
journals/envsoft/JacobsonDGJRSWR15;Jessie Godfrey;Józef Tyszkiewicz College of Business and Computer Science in Bielsko-Biala;PL
journals/jits/HernandezH20;Sarah Hernandez;Tashkent Pharmaceutical Institute;UZ
journals/jss/CaiS15;Raúl A. Santelices;Technical Institute of Dubnica in Dubnica nad Váhom;SK
journals/compsec/HsuW03;Tzong-Sun Wu;RKDF University;IN
journals/corr/abs-2005-11347;Lingxiao Li;Holy Apostles College;US
journals/jcam/WangSWD11;Ziming Wang 0001;Chuo University;JP
journals/twc/LiJBG14;Yang Li 0004;Dokuz Eylül University;TR
journals/ijris/RRB19;Lakshmi Balasubramanian;University of Chittagong;BD
journals/corr/abs-2201-09637;Junzhou Huang;Bob Jones University;US
journals/corr/abs-2102-06521;Linda R. Petzold;Akita University;JP
journals/fgcs/ZhanTCLYPL19;Shiyun Li;College of St. Mary;US
journals/corr/abs-2103-12955;Baopu Li;Rovaniemi University of Applied Sciences;FI
journals/aim/HayesFA94;Neil Agnew;ABTI American University of Nigeria;NG
journals/corr/FiciKLLP15;Thierry Lecroq;Lake Superior State University;US
journals/remotesensing/WuCN20;Jie Wu;Business and Hotel Management School;CH
journals/axioms/Leon-CastroBRV21;Fabio Blanco-Mesa;Wonkwang University;KR
journals/sle/ScardamaliaB14;Marlene Scardamalia;Medical College of Georgia;US
journals/ijes/CaiZLZ19;Yifeng Luo;University of New Caledonia;NC
journals/aisy/NgLLXKIZYSWWK21;Jun Yu;Central Luzon State University;PH
journals/entropy/WuPCZ15;Siyuan Peng;European Business School Schloß Reichartshausen;DE
journals/jirs/Aguilar-SierraFSL14;Rogelio Lozano;Technion - Israel Institute of Technology;IL
journals/paladyn/ChevalierVWTTPW21;Valentina Vasco;Universidade Regional Integrada do Alto Uruguai e das Missões;BR
journals/ploscb/JoglekarCSY19;Robert Shapley;Tarlac State University;PH
journals/eceasst/AzabP08;Karl-Heinz Pennemann;William Mitchell College of Law;US
journals/tcom/BesserJ21;Karl-Ludwig Besser;Pan-African University;NG
journals/ejcon/VeltinkKH04;Peter H. Veltink;Universitas Muhammadiyah Malang;ID
journals/jei/ZhiWH20;Ruicong Zhi;College of Mount St. Vincent;US
journals/eswa/AmmarLSLY21;Luxiu Yin;North Carolina State University;US
journals/cacm/LinHSL10;Paul Jen-Hwa Hu;Universidade Santa Cecília dos Bandeirantes;BR
journals/corr/abs-2012-08933;Owen Schoppe;Fachhochschule Stralsund;DE
journals/corr/abs-1811-05072;Xiaomin Zhu 0001;Prince of Songkla University;TH
journals/caaitrit/VecchiSCU20;Riccardo Vecchi;Medizinische Universität Lübeck;DE
journals/tnn/SongXMJPW97;Donald C. Wunsch II;Menoufia University;EG
journals/ijra/NiYCY15;Simon X. Yang;University of Maryland at College Park;US
journals/jvcir/YuGQLHC21;Xiaolei Qin;Universidad de Almería;ES
journals/nca/WuZLCWP19;Nitin Patil;Guizhou University;CN
journals/scientometrics/JimenezHBH88;M. Bayona;Adigrat University;ET
journals/jip/NishimotoNKH19;Masashi Nishimoto;Evangelische Hochschule für Soziale Arbeit Dresden (FH);DE
journals/bioinformatics/WangCY15;Xinan Holly Yang;Capitol University;PH
journals/ieicet/WangKOM17;Makihiko Katsuragi;Kursk State University;RU
journals/ress/HeltonCMS06;Michael D. McKay;Hunan Agricultural University;CN
journals/access/WuLLCM19;Weiwei Lin;Timirjazev Moscow Academy of Agricultutre;RU
journals/ors/Robles-VelascoC21;Jesús Muñuzuri;Universidad de Granada;ES
journals/jasis/RenCMZSW17;Luo Si;Don State Technical University;RU
journals/grid/RoblitzSR04;Lord Hess;Instituto Superior de Assistentes e Intérpretes;PT
journals/iet-com/AbharianKA12;Roya Amjadifard;Kabul Medical University;AF
journals/iotm/NgoPXMS21;Wei Xiang 0001;Hyogo University;JP
journals/soco/ZhangWLZCJ17;Ying Zhang 0005;Dnepropetrovsk National University of Railway Transport;UA
journals/jmiv/LodatoL06;Salvatore Lopes;Nebraska Methodist College of Nursing and Allied Health;US
journals/cys/VallejoMR18;Maria G. Vallejo;Palm Beach State College;US
journals/ijon/TangCTHLK15;Tao Hu;Ukrainian Academy of Banking;UA
journals/bmcbi/ThompsonDSW09;Jeffrey L. Solka;Mother Teresa Women's University;IN
journals/ploscb/FilzenKHLT17;Tracey M. Filzen;Université de Jendouba;TN
journals/isrob/RahmaniG16;Arash Rahmani;Union Theological Seminary (UTS);US
journals/corr/abs-2009-06192;Ruoxi Jia;Batchelor Institute of Indigenous Tertiary Education;AU
journals/jgt/FoucaudGNPV13;Petru Valicov;California Institute of Integral Studies;US
journals/mbec/PalRP16;Shubhra Sankar Ray;Charles R. Drew University of Medicine and Science;US
journals/kbs/LiLZS11;Jie Sun 0002;Benadir University;SO
journals/symmetry/SahooRAIC20;Subhadarshan Sahoo;Universidad Católica del Oriente;CO
journals/remotesensing/LiCXHJSTXWGZHSC21;Li Tang;Collège Boréal;CA
journals/siamdm/GuMRWY21;Xiaofeng Gu;Nagoya University of Commerce and Business Administration;JP
journals/jcmse/SierraaltaACA09;Paola Alejos;Loyola Marymount University;US
journals/jcp/GongLDS16;Zhanqiang Li;Universidad de Córdoba;CO
journals/mia/LiuBLXSF19;Yangjunyi Li;The New School;US
journals/candie/ShangZTH14;Yanfen Shang;"University of Roma ""Tor Vergata""";IT
journals/ibmrd/BigusCCCCCCEEFGGGGHHHHJKKKKMMNNNPPRRRSSSSSTTYZ11;Robert Sorrentino;Sevastopol National Technical University;UA
journals/ais/RoyM02;Santanu Roy;Ecole Supérieure de Commerce et Management;FR
journals/remotesensing/LiuAZW18;Xiangzeng Liu;San Jose Christian College;US
journals/twc/JiangWZS07;Ping Wang 0001;Universidad del Istmo;GT
journals/corr/abs-1809-03867;Zuping Zhang 0001;Internationale Fachhochschule Aalen;DE
journals/logcom/GorznyPP21;Ezequiel Postan;Rhodes University;ZA
journals/jss/AltarawySMM18;Na Meng 0001;University of Sargodha;PK
journals/tit/StankovicCX06;Zixiang Xiong;Rajamangala University of Technology, Lanna Chiang Rai;TH
journals/ijar/LamLLT04;Peter Kwong-Shun Tam;Puntland State University;SO
journals/cam/ZhuZL20;Xue Liu;Wollo University;ET
journals/ercim/MorenoM11;Raúl Arrabales Moreno;Jamestown College;US
journals/cga/DogrusozFMDF02;Michael Doorley;Universidad Autónoma de Baja California;MX
journals/ploscb/LeeAGVGB18;Shweta Bansal;University of Jammu;IN
journals/aes/PsyrrasS18;Nikolaos K. Psyrras;Kafr El-Sheikh University;EG
journals/eswa/JiangGLZ10;Ping Jiang;University of New Brunswick, Saint John;CA
journals/access/XiaoXXWNHH18;Lixia Xiao;Kansai University of Social Welfare;JP
journals/iacr/DinuPUVGB16;Alex Biryukov;Télé-université, Université du Québec;CA
journals/corr/abs-2012-01012;Valero Laparra;Madurai Kamaraj University;IN
journals/ker/FortierCFRRG14;Silvia E. Gordillo;EPF Ecole d'Ingénieurs;FR
journals/corr/abs-1708-09667;Qin Jin;Port Said University;EG
journals/sensors/ChenWZJQ18;Yong Qin 0002;Warburg Institute, University of London;GB
journals/sivp/SoniJS11;Ram Kumar Soni;University of Portland;US
journals/access/RaoFWPLJ19;Qifei Wang;Istanbul Kultur University;TR
journals/tcsv/EkmekciogluGKT17;Erhan Ekmekcioglu;St. Bernard's Institute;US
journals/tcsv/ChangSP01;Thomas Sikora;Odessa National Maritime Academy;UA
journals/sigpro/GodivierC97;Xavier Godivier;University of World Economy and Diplomacy;UZ
journals/bjet/CollisM05;Betty Collis;Suzuka University of Medical Science;JP
journals/sensors/TaffoniFSPS13;Fabrizio Taffoni;Tokushima Bunri University;JP
journals/ijcia/WangW01;Xiangdong Wang;Bellevue University;US
journals/neuroimage/MazziottaWISYTBKT09;John C. Mazziotta;Universidade Federal Fluminense;BR
journals/ijgs/OussalahN04;Mourad Oussalah 0002;Russell Berrie Nanotechnology Institute;IL
journals/network/Al-GizawiPAPL05;Tareq Al-Gizawi;Technological Education Institute of Heraklion;GR
journals/corr/abs-2107-01153;Fatih Porikli;Kankakee Community College;US
journals/tase/LimLPT21;Dasheng Leow;Ho Chi Minh City University of Medicine and Pharmacy;VN
journals/cbm/ErginK14;Semih Ergin;Institute of Teachers Education, Tawau;MY
journals/ijhpcn/LiWJY18;Zoe Lin Jiang;University of Pannonia;HU
journals/tvlsi/ChenSS12;Ming-Ting Sun;Chubu Gakuin University & Chubu Women's College;JP
journals/sensors/KimCSJ18;Myoungho Sunwoo;National Taiwan Ocean University;TW
journals/giq/ReinwaldK12;Pernille Kræmmergaard;FAE Business School - Faculdade de Administração e Economia;BR
journals/tits/DimitrakopoulosDK12;Panagiotis Demestichas;Université de Versailles Saint-Quentin-en-Yvelines;FR
journals/sLogica/CzelakowskiD91;Wieslaw Dziobiak;University of Central Texas;US
journals/taslp/MorchidBDLMM15;Georges Linarès;Victoria University Toronto, University of Toronto;CA
journals/jcal/VirvouT01;Victoria Tsiriga;State University of New York College at Potsdam;US
journals/ijwin/SibilleD09;Mischa Dohler;Tabriz University of Medical Sciences;IR
journals/corr/abs-2202-08906;Sameer Kumar;Jamia Millia Islamia University;IN
journals/uais/CorreaniLP06;Francesco Correani;Universidad de la Fraternidad de Agrupaciones Santo Tomas de Aquino (FASTA);AR
journals/candc/ShahTDO21;Yu-Yen Ou;El Shorouk Academy;EG
journals/ieicet/HouCMM16;Masaya Miyahara;Paichai University;KR
journals/ahswn/LiangJMWK16;Xiaoyan Kui;Chia Nana College of Pharmacy and Science;TW
journals/ieiceee/DongZYJ14;Jun Dong;Maseno University;KE
journals/corr/abs-1807-08718;Sabita Maharjan;Cogswell Polytechnical College;US
journals/qip/KalraGBPP19;Navya Gupta;San Francisco State University;US
journals/adhoc/JiaHLC18;Qin Liu 0003;Jatiya Kabi Kazi Nazrul Islam University;BD
journals/tcst/ChenHF17;Ming-Shyan Huang;Ateneo de Davao University;PH
journals/access/KhanJKA20;Ruhul Amin Khalil;University of Southern Europe (Monaco Business School);MC
journals/tcs/AndersABKO12;Elham Kashefi;Belarussian State Polytechnical Academy;BY
journals/corr/abs-2009-06345;Faycal Bensaali;Shujitsu Women's University;JP
journals/mta/ZhangZX19;Yuhui Zheng;Alagappa University;IN
journals/jsac/HiguchiAOSA00;Koichi Okawa;Volga State Academy of Water Transport;RU
journals/jcheminf/BouchalVRIGKK14;Tomás Bouchal;Saratov State Socio-Economic University;RU
journals/hmd/PortmannDKMBC17;Roman Cueni;Tai Solarin University of Education;NG
journals/tac/QiZC17;Jing Zhu;Tbilisi Teaching University;GE
journals/lht/ChengCWT17;Derchian Tsaih;Information and Communications Technology Academy;PH
journals/siamam/FigotinV01;Ilya Vitebsky;Ecole Nationale Supérieur de Mécaniques et des Microtechniques;FR
journals/remotesensing/ShiGLLTB21;Xilai Li;Universidad de Colima;MX
journals/amai/CabalarOPV07;David Pearce 0001;Université Cheikh Anta Diop;SN
journals/corr/abs-2008-02265;Haozhi Qi;Mahachulalongkorn Buddhist University;TH
journals/cj/FarinaNP12;José R. Paramá;University of Hargeisa;SO
journals/corr/abs-2112-01983;Kwang Moo Yi;Kuvempu University;IN
journals/tie/KayaniGGVOC20;Nicolas Goreux;University of Management and Marketing;PL
journals/ress/HeltonO04;William Oberkampf;Central Baptist College;US
journals/corr/abs-1903-11696;Jonas A. Castelijns;Coventry University;GB
