key;author;employer;country
conf/eucc/Spyros20;Chatzivasileiadis Spyros;Mississippi Valley State University;US
conf/icoin/KimBK14;Dong-Hyun Kim;Private Fachhochschule für Wirtschaft und Technik Vechta/Diepholz;DE
conf/fmcad/MahajanM07;Sharad Malik;Ardabil University of Medical Sciences;IR
conf/robio/XuL07;Qingsong Xu;Nagaoka University of Technology;JP
conf/pimrc/AlmironGFL14;Alejandro César Frery;Instituto Tecnológico de San Luis Potosí;MX
conf/icc/ShaoTMD08;Kai Deng;University of Regina Carmeli;PH
conf/atal/OthmaneTVT17;Amel Ben Othmane;Kerman University of Medical Sciences;IR
conf/icdsp/Ta007;Chi Hieu Ta;National Open University of Nigeria;NG
conf/wsc/ShaoA0JM0QS0YYZ21;Aamir Mandviwalla;Ecole Supérieure de Physique et de Chimie Industrielles;FR
conf/miip/AndreasenEZML16;Bjoern H. Menze;Universiti Kuala Lumpur;MY
conf/cec/NazmulC13;Madhu Chetty;Kardan University;AF
conf/iscas/ChengHG08;Bei Gou;Dr. Babasaheb Ambedkar Technological University;IN
conf/interspeech/LaneW10;Alex Waibel;Universität für angewandte Kunst Wien;AT
conf/atal/VinyalsC07;Jesús Cerquides;Toccoa Falls College;US
conf/icccsec/ZhangMW18;Hongbin Zhang;Russian Customs Academy, Vladivostok Branch;RU
conf/isbi/WendtAC18;Herwig Wendt;Universitas Krisnadwipayana;ID
conf/delfi/Faeskorn-WoykeB20;Birgit Bertelsmeier;Tokushima Bunri University;JP
conf/icmcs/ZhangWWMG15;Shanshe Wang;Shanghai Institue of Foreign Trade;CN
conf/isbi/RajamaniSJ04;Kumar T. Rajamani;Universidade de Pernambuco;BR
conf/lanman/TagamiYSANHAR16;Atsushi Tagami;School of Management;SK
conf/aaaiss/Huang08;Timothy Huang;Lviv Medical University;UA
conf/cdc/BagliettoBS07;Giorgio Battistelli;Moi University;KE
conf/itsc/MahamaJFBF19;Chuanyun Fu;Minsk State Linguistic University;BY
conf/cis/CortesRJC05;Carlos A. Coello Coello;College of Technology at Jazan;SA
conf/sca/LaineKAHSYLL17;Antti Herva;Asia University;JP
conf/its/McLarenLK08;Bruce M. McLaren;Universiti Teknologi Mara;MY
conf/igarss/HuangSCN16;Heqin Cheng;Southern Taiwan University of Technology;TW
conf/socc/Sur-Kolay12;Susmita Sur-Kolay;Ukrainian Academy of Banking;UA
conf/hri/QinSS19;Brian Scassellati;Hochschule Anhalt (FH), Hochschule für angewandte Wissenschaften;DE
conf/sab/YonekuraKK08;Shogo Yonekura;Dhaka University of Engineering and Technology;BD
conf/csl/Matthes98;Ralph Matthes;San Beda College;PH
conf/or/AndersonH18;Benjamin Hiller;Mutesa 1 Royal University;UG
conf/sigsoft/LiewCDS19;Alastair F. Donaldson;Universiteit Antwerpen, UFSIA;BE
conf/interspeech/LopezSJRA17;Ana Ramírez López;Fountain University;NG
conf/ifip10-3/FredivianusRS10;Hartmut Schmeck;Ilsa Independent College;
conf/amia/FanL17;Jung-wei Fan;University of Alberta;CA
conf/csr2/PasiasKLDTS21;Achilleas Pasias;Miyagi University;JP
conf/tei/PedersenHLH14;Anders Høedholt;Dogus University;TR
conf/pact/KangHJJ09;Mun-Hye Kang;Gorno-Altaisk State University;RU
conf/um/FinnsonZTMC12;Jie Zhang 0002;Niigata University of Management;JP
conf/chi/TweedieSWB94;David Williams;Ateneo de Davao University;PH
conf/ancs/VerduNV08;Javier Verdú;Florida Southern College;US
conf/mlmi/ChuMP05;Etienne Marcheret;Gomel State Technical University Pavel Sukhoi;BY
conf/cec/YuanCH14;Renjie He;Sir Syed Institute Of Technology Islamabad;PK
conf/igarss/JudgeT07;Jasmeet Judge;Da-Yeh University;TW
conf/icpr/KosmalaR98a;Andreas Kosmala;Heartland Baptist Bible College;US
conf/iccsp/ZhaoHD20;Bingbing Di;Universidad de Colima;MX
conf/gi/MullerST20;Arno Müller;Hanzehogeschool Groningen;NL
conf/mfcs/Nijholt76;Anton Nijholt;National Hsin-Chu Teachers College;TW
conf/calco/JaklJ17;Achim Jung;Université de Tunis;TN
conf/ichit/ChoiR11;Heung-Gyoon Ryu;West University of Timisoara;RO
conf/IEEEcca/HirataH07;Mitsuo Hirata;Claremont McKenna College;US
conf/ismis/YuLLML08;Alexei Lapouchnian;West Suburban College of Nursing;US
conf/cogsci/Baumann15;Peter Baumann;Kodolanyi Janos University College;HU
conf/icaart/SancinD11;Bojan Dolsak;New England College of Optometry;US
conf/www/KaragiannisV09;Milan Vojnovic;School of Management Fribourg;CH
conf/ieeecmc/YehWF11;Chun-Chao Yeh;University of Insubria;IT
conf/ivs/BarrosO21;João Barros;Williams College;US
conf/stacs/PlaceZ15;Marc Zeitoun;Ukrainian Academy of Pharmacy;UA
conf/vldb/McKennaBHT96;Chi Hoang;Universitas Amir Hamzah;ID
conf/icdar/EraqiA11;Hesham M. Eraqi;Universidade de Vila Velha;BR
conf/interspeech/CroccoS07;Claudia Crocco;Prince of Songkla University;TH
conf/ic3k/GonzalezCPL10;Carlos Iván Chesñevar;National College of Chiropractic;US
conf/vts/ChenHO06;Alex Orailoglu;Universidad de Puerto Rico, Arecibo;PR
conf/ant/Jarrah16;Moath H. A. Jarrah;Universidade de Santo Amaro;BR
conf/globecom/HanKCC16;Lin X. Cai;St.Cyril and Methodius University;MK
conf/iclr/TrinhDLL18;Andrew M. Dai;Tabriz Islamic Art University;IR
conf/siggrapha/HeCZHTHYPKM21;Danny Hynds;Islamic Azad University, Bostanabad;IR
conf/iwec/FukuchiMT04;Ed Tannenbaum;Gaziosmanpasa University;TR
conf/cogsci/PotterFMBL18;Casey Lew-Williams;Institute of Teachers Education, Islamic Education;MY
conf/mc/Ehni11;Tobias Ehni;Southern California Institute of Architecture;US
conf/ht/DellschaftS08;Klaas Dellschaft;Universidad Antonio Nariño;CO
journals/corr/FuriaPT15;Carlo A. Furia;Seoul National University of Technology;KR
conf/camsap/Couillet19;Romain Couillet;Takamatsu University;JP
conf/icassp/FedericoBG99;Fabio Brugnara;Kaohsuing Open University;TW
conf/acivs/LeeKG10;Hamid Gholamhosseini;"Sofia University ""St. Kliment Ohridski""";BG
conf/iros/BeomKC94;Hee Rak Beom;University of Agricultural Sciences, Bangalore;IN
conf/cvpr/HossainY14;Gahangir Hossain;University of California, Santa Cruz;US
conf/wsc/CostaFFA14;Angelo A. de M. Freitas;Atilim University;TR
conf/escape/AlspachDHY07;Boting Yang;Ecole Nationale Supérieure de Chimie de Lille;FR
conf/icton/Kawaguchi14;Hitoshi Kawaguchi;Chaudhary Charan Singh Haryana Agricultural University;IN
conf/isit/GurpinarR19;Andrei E. Romashchenko;Universidad Evangélica de El Salvador;SV
conf/interspeech/McLarenFCL16;Aaron Lawson;St. Petersburg State Theatre Arts Academy;RU
conf/mswim/JahnkeTFWGAM07;Alexander Finkenbrink;Goucher College;US
conf/ifip7/AgnetisNL90;Alessandro Agnetis;Pontifícia Universidade Católica do Rio de Janeiro;BR
conf/gi/Scheller85;Angela Scheller;Zonguldak Karaelmas University;TR
conf/esscirc/ShehataKS19;Mike Keaveney;Principia College;US
conf/comso/SarmahD20;Dilip Datta;University of Mashhad Pnu;IR
conf/f-egc/Blanchard14;Julien Blanchard 0001;Vassar College;US
conf/iisa/UeharaSC21;Andreas Spanias;Crescent University;NG
conf/icassp/ChangSSB11;Brian Strope;Indiana University-Purdue University at Indianapolis;US
conf/uc/BottoniLMMS09;Anna Labella;University of Molise;IT
conf/bis/StolarskiT09;Piotr Stolarski;Centro Universitario Ixtlahuaca;MX
conf/tinlap/Webber78;Bonnie Lynn Webber;PTPL College;MY
conf/semcco/CaiHHL10;Han Huang 0002;Belgorod State Technical University;RU
conf/ccs/FustosBY20;Heechul Yun;University of Veterinary & Animal Science;PK
conf/worldcist/NakovMMN21;Elizabet Mihaylova;National Fisheries University;JP
conf/fruct/PenchevaAV20;Denitsa Velkova;Research College of Nursing - Rockhurst University;US
conf/profes/CatalD07;Banu Diri;The American University in London;GB
conf/kdd/ChangTLGC21;Anna Goldenberg;University of Petroleum (East China);CN
conf/icecsys/GutierrezRH18;Eric Gutierrez;North East University Bangladesh;BD
conf/icra/MashimoT08;Shigeki Toyama;Marywood University;US
conf/cbms/DepeursingeICPPM08;Adrien Depeursinge;Universidad Católica de Santiago del Estero;AR
conf/enviroinfo/PavlovicH06;Jan Pavlovic;Thamar University;YE
conf/hci/KawabataXGH15;Akihiko Goto;Albany College of Pharmacy;US
conf/date/SatishRK07;Kaushik Ravindran;Université Gamal Abdel Nasser de Conakry;GN
conf/icmc/Bokesoy12;Sinan Bökesoy;University of Applied Sciences Basel (FHBB );CH
conf/icc/DengWL14;Chen Deng;Universidade do Grande Rio;BR
conf/sdm/ChenSK03;H. Khargupta;Universidad Autónoma Metropolitana - Xochimilco;MX
conf/hvei/SinaCP12;Ana-Maria Cretu 0001;Ecole Nationale Supérieure d'Ingenieurs Electriciens de Grenoble;FR
conf/cocoa/BakerS08;Andrew Baker;Jawaharlal Nehru Agricultural University;IN
conf/daeng/GilalJOBA15;Abdul Rehman Gilal;Music Academy in Lodz;PL
conf/icecsys/Friedman04;Eby G. Friedman;Perm State Technical University;RU
conf/IEEEcca/BakhtiariR09;Ashkan Rahimi-Kian;Shanxi Normal University;CN
conf/icpads/JiangHT10;Ching-Chuan Huang;Universidad del Centro Educativo Latinoamericano Rosario;AR
conf/ijcai/TrutmanS15;Michal Trutman;Menoufia University;EG
conf/icfet/SamonteGMM20;Charlzen Mae C. Guelos;Grace College;US
conf/ner/ZhaoLWHZ19;Chunli Zhao;Dalian Medical University;CN
conf/coling/SaumjanS73;P. A. Soboleva;Xinjiang University of Finance and Economics;CN
conf/pimrc/Ortigoza-Guerrero97;A. Hamid Aghvami;Johann Wolfgang Goethe Universität Frankfurt am Main;DE
conf/gcb/GorronRBRT09;Diana Bernal;Naif Arab University for Security Sciences;SA
conf/nspw/CraneLBF13;Michael Franz;Astrahan State Medical Academy;RU
conf/jbidi/Romero01;Juan José Fuentes Romero;European University of Lefke;CY
conf/icip/OngW20;KokSheik Wong;Agnes Scott College;US
conf/icip/RandenH97;John Håkon Husøy;Tokyo Women's College of Physical Education;JP
conf/sigite/MartinezORSHCH19;Ali Cinar;National Taiwan University of Science and Technology;TW
conf/chi/RashidLTRKR06;Al Mamunur Rashid;Chadron State College;US
conf/nime/BowersG18;John Bowers 0001;"University of Vlora ""Ismail Qemali""";AL
conf/space/KaratiDC14;Abhijit Das 0004;Hochschule für Technik und Wirtschaft des Saarlandes;DE
conf/bibm/ChenD20;Jialong Chen;Universidad del Desarrollo;CL
conf/rivf/NguyenNV19;Tan-Phu Vuong;Institute of Teachers Education, Temenggong Ibrahim;MY
conf/aiia/GalassiGS07;Attilio Giordana;Indiana State University;US
conf/esorics/FailyIAK20;Claudia Iacob;McGill University;CA
conf/dlt/FlickK12;Manfred Kudlek;London School of Hygiene & Tropical Medicine, University of London;GB
conf/adaEurope/RazaFP11;Erhard Ploedereder;Institute of Teachers Education, Rajang;MY
conf/percom/KalantarianLMGLS13;Anurag Mishra;Argosy University;US
conf/ecai/HellstromDB20;Suna Bensch;St. Petersburg State Marine Technical University;RU
conf/mediaeval/LiuHT11;Benoit Huet;University of California, Hastings College of Law;US
conf/rita/Ryoo13;Young-Jae Ryoo;Universidad Adventista de Centro América;CR
conf/dsn/MaricSB15;Christoph Sprenger 0001;Universidad Franciscana de México;MX
conf/nlpke/LuoAM11;Masayuki Asahara;Palm Beach State College;US
conf/medinfo/NielsenLLRKMH10;Anna-Marie Münster;Mount St. Mary College;US
conf/amcis/KimL14;J. B. Kim;University of South Asia;PK
conf/his/CarneiroNS18;Cristóvão Sousa;National University;PH
conf/qest/HaddadP09;Nihal Pekergin;"Moldova State University of Medicine and Pharmacy ""N. Testemitsanu""";MD
conf/models/HoomanH07;Jozef Hooman;Brewton-Parker College;US
conf/icse/HeseniusSMKG19;Marc Hesenius;Alfred University;US
conf/wcnc/DaigleM00;John N. Daigle;Fachhochschule Schmalkalden;DE
conf/dsc/YangZH18;Honggang Hu;Free University of Bozen;IT
conf/cdc/MahonyHTL09;Christian Lageman;Luzhou Medical College;CN
conf/ictai/TanYLW19;Kunling Liu;2nd Military Medical University;CN
conf/popl/Mitchell01;John C. Mitchell;Fachhochschule Düsseldorf;DE
conf/icra/YadmellatK12;Mehrdad Radji Kermani;St. Petersburg State University;RU
conf/dawak/Bhargava00;Bharat K. Bhargava;Qassim Private College;SA
conf/delos/MoriartyKS01;Barry Smyth;Josai International University;JP
conf/bic-ta/WangM17;Hongbo Meng;University of the Assumption;PH
conf/opodis/SchmidtP07;Fernando Pedone;University of Cassino;IT
conf/programming/Weber17;Gregor Weber;Bugema University;UG
conf/smc/RibeiroFSS14;Allan R. S. Feitosa;Silpakorn University;TH
conf/icmc/Donnarumma11;Marco Donnarumma;École Polytechnique de Montréal, Université de Montréal;CA
conf/fruct/MouromtsevKKP14;Dmitry Mouromtsev;National College of Naturopathic Medicine;US
conf/otm/MasarinBM03;Alberto Bartoli;Sylhet International University;BD
conf/mmb/Niebert91;Norbert Niebert;Babasaheb Bhimrao Ambedkar University;IN
conf/recsys/GolbeckH11;Derek L. Hansen;University of Mkar;NG
conf/ofc/Larson14;Michael C. Larson;"Univerzitet u Mostaru ""Dzemal Bijedic""";BA
conf/uic/YinF19;Xuesong Feng;International College;US
conf/ics/Pingali14;Keshav Pingali;University of Oklahoma;US
conf/ifip/Larkin71;F. M. Larkin;Universidad Finis Terrae;CL
conf/aips/McCarthyP02;Colleen E. McCarthy;University of Medicine Magway;MM
conf/ppam/FalcoLOSTT17;Ernesto Tarantino;Institute of Information Technology;
conf/icmcs/WangLH03;Jonathan C. L. Liu;Trident University;US
conf/paams/KambayashiTT21;Itsuki Tago;Irkutsk State Technical University;RU
conf/wads/PedersenW21;Haitao Wang 0001;Soochow University;TW
conf/npar/WinnemollerFGS07;Bruce Gooch;Kagoshima Immaculate Heart University;JP
conf/ict/RachiniBNB12;Ali Beydoun;Universidade Federal do Rio Grande do Sul;BR
conf/amcis/MinkYCG16;Alec Yasinsac;Sokoine University of Agriculture;TZ
conf/fie/ChoateDC18;Bryan Choate;Universidad del Magdalena;CO
conf/cascon/Escalante93;Carlos Escalante;Bishop's University;CA
conf/im/KohoutP15;Jan Kohout;Universidad Autónoma de Nayarit;MX
conf/ngi/MerindolDPLH11;Benoit Donnet;College of Notre Dame;US
conf/bibm/LukasiakARBLB15;Jacek Blazewicz;University of Medicine and Pharmacy of Cluj-Napoca;RO
conf/medinfo/DennyP07;Josh F. Peterson;University of Huddersfield;GB
conf/smartgridcomm/LiuKYH13;Amin Khodaei;Yunnan University;CN
conf/cogsci/GodwinFM13;Anna V. Fisher;College for Creative Studies;US
conf/ps/Chen19;Jiajia Chen;Universidade Nova de Lisboa;PT
conf/biocas/ChenLSYWH15;Chen-Chia Chen;Assiut University;EG
conf/isi/WangKJCAC07;G. Alan Wang;Dillard University;US
conf/siggraph/MyersB07;Kevin Myers;IMPAC University;US
conf/IEEEcca/DingC16;David A. Castañón;Université Paris Nanterre (Paris X);FR
conf/nabic/HorioIMTYK10;Hideaki Misawa;Universidad Tecnológica Centroamericana;HN
conf/icassp/ChenYZ12;Dajiang Zhang;Yan'an University;CN
conf/rtcsa/HofmannNE19;Borislav Nikolic;Academy of Public Administration of Belarus;BY
conf/acl/KalchbrennerGB14;Edward Grefenstette;Lorestan University of Medical Sciences;IR
conf/ifip12/ZhangJ18;Chentong Zhang;Korea University;KR
conf/its/FossatiEOBC10;Barbara Di Eugenio;Centre Universitaire de Jijel;DZ
conf/interspeech/ZhangBF99;Andrew M. Finch;Salem State College;US
conf/IEEEares/Clark16;Jason W. Clark;Technological University (Monywa);MM
conf/icoin/ChoiP13;Eunhye Choi;Fachhochschule Nordhessen;DE
conf/microcomputing/Bode79;Arndt Bode;Corporación Universitaria de Ibagué (CORUNIVERSITARIA);CO
conf/emnlp/ZhuangJR20;Ellen Riloff;University of New England;US
conf/ifip/KniggeEF94;Harald Eilers;PTPL College;MY
conf/vtc/PengF13;Hailan Peng;University of Agriculture and Veterinary Medicine Timisoara;RO
conf/rss/PetersFRTS21;Claire J. Tomlin;Tamagawa University;JP
conf/amta/LiWL14;Andy Way;Université de 7 Novembre à Carthage;TN
conf/aughuman/LanngLTTV16;Anders Lykkegaard;Rochester College;US
conf/visapp/BerthommeCD13;J. M. Berthommé;Dartmouth College;US
conf/cmg/Maccabee07;Mark M. Maccabee;Hariri Canadian University;LB
conf/actea/BarakatT19;Eddy Barakat;University of Somalia;SO
conf/dgo/AdamAJPYCCPBNS06;Aabhas V. Paliwal;Xiamen University;CN
conf/starsem/WaldeHB16;Anna Hätty;Canisius College;US
conf/webi/SenMKDD20;Animesh Dutta;Ecole Nationale Supérieure des Industries Textiles de Mulhouse;FR
conf/ifip5-7/Kurata21;Takeshi Kurata;Beijing Sport University;CN
conf/recomb/Ben-DorKSY00;Amir Ben-Dor;Willamette University;US
conf/icisp/Patrascu14;Vasile Patrascu;Al-Aqsa University;PS
conf/isr2/CenLX21;Fangzheng Xue;Université Française d'Égypte;EG
conf/eusipco/FerreolC10;Anne Ferréol;Kemerovo State University;RU
conf/ni/KimP12;Hyeoun-Ae Park;The Global College Lahore;PK
conf/webist/Gori17;Marco Gori;Ferghana Politechnical Institute;UZ
conf/icon/ChangMWLS12;Bin Wang 0039;Universidad Católica Boliviana, Cochabamba;BO
conf/mco/CastroTR08;Arturo Ribagorda;Technical University of Kenya;KE
conf/chi/Vatavu17a;Radu-Daniel Vatavu;Universidad Pública de Navarra;ES
conf/ni/FraserGGF12;Brenda Griffin;Aomori Public College;JP
conf/ciss/BajwaHRN08;Gil M. Raz;Maryville College;US
conf/ami/Garcia-CejaOMM14;Alban Maxhuni;Universidad Popular del Cesar;CO
conf/otm/RouachedGABG06a;Claude Godart;American Public University;US
conf/icra/ChenLZWYZ20;Feng Liu;Benha University;EG
conf/midl/VadacchinoMSNCA21;Brennan Nichyporuk;Al-Balqa Applied University;JO
conf/semweb/KrotzschRH08;Markus Krötzsch;Wiley College;US
conf/securecomm/KoodliDFP05;Charles E. Perkins;Université de Metz;FR
conf/cvpr/LiXHW11;Bing Li 0001;Waynesburg College;US
conf/eva/Galanter17;Philip Galanter;Nile Valley University;SD
conf/scalespace/DuitsHGCVR11;Anna Vilanova;AGH University of Science and Technology;PL
conf/ssci/FuZYRMZ17;Gan Ruan;University of Tasmania;AU
conf/mc/GeestB15;Hendrik P. Buimer;Columbia College Chicago;US
conf/dac/PatelC81;Arvind M. Patel;Universidade Estácio de Sá;BR
conf/pdpta/ImanishiHNKF04;Akira Fukuda;Bennett College;US
conf/uemcom/Primo20;Abena Primo;Koya University (Kurdistan Region);IQ
conf/acmicn/KimKKYY12;Do-hyung Kim 0005;Biju Pattnaik University of Technology;IN
conf/educon/Zualkernan14;Imran A. Zualkernan;Cardiff University;GB
conf/imecs/ChenLM07;Tomohiro Murata;Medaille College;US
conf/wsc/GattiVMCP14;Claudio Santos Pinhanez;Facultés Universitaires Notre-Dame de la Paix;BE
conf/la-web/FraternaliMM03;Andrea Maurino;Université Pierre et Marie Curie (Paris VI);FR
conf/isaac/AggerwalT93a;Alok Aggarwal;Maranatha Baptist Bible College;US
conf/robio/ZuoWLM08;Bin Li 0001;Midland Lutheran College;US
conf/cis/House05;Terry C. House;Universidad de Nariño;CO
conf/vr/PickPK17;Andrew S. Puika;Southwest Missouri State University - West Plains;US
conf/bigcomp/YiJB17;HeeJin Jung;Swinburne University of Technology;AU
conf/icmcs/WuC21;Antoni B. Chan;Universidade Federal do Rio de Janeiro;BR
conf/wsdm/HeymannG09;Hector Garcia-Molina;Necmettin Erbakan University;TR
conf/icc/Perros-MeilhacL02;Catherine Lamy;Universidad Andina del Cusco;PE
conf/vr/WangWZX20;Haikun Wei;Politeknik Negeri Malang;ID
conf/ifip5-1/EnegbumaOAA14;A. C. Ologbo;Bentley College;US
conf/sbm/ZeleznikML07;Chuanjun Li;King Khaled University;SA
conf/date/GomonyAG13;Benny Akesson;Fachhochschule Stralsund;DE
conf/icwsm/BelakLH12;Conor Hayes;D'Youville College;US
conf/hoti/ArekapudiCKM04;Isaac Keslassy;National University of Lesotho;LS
conf/ACISicis/KangD07;David Kang;Semmelweis University of Medical Sciences;HU
conf/hicss/WilkinsonNPGMK21;Apoorva Manda;Jubail Industrial College;SA
conf/wocc/ZhouPHSM11;Jinglin Shi;Sri Lanka Institute of Information Technology (SLIT);LK
conf/etfa/GessnerBPS12;David Gessner;Baker College of Flint;US
conf/IEEEscc/HailongZHH04;Chunming Hu;Technological University (Hinthada);MM
conf/dmo/IsmailOB09;Azuraliza Abu Bakar;Ringling College of Art and Design;US
conf/acml/BraultHd16;Florence d'Alché-Buc;Eastern College;US
conf/dawak/SiqueiraCTC10;Cristina Dutra de Aguiar Ciferri;El Shorouk Academy;EG
conf/biocomp/AnBT09;Le Thi Hoai An;Agricultural University of Warsaw;PL
conf/ofc/StephensRSPHBD15;Alexei Redyuk;Morehouse College;US
conf/sefm/AlshareefSS21;Gerardo Schneider;Federal University of Technology, Minna;NG
conf/lrec/MatsubaraTKI02;Akira Takagi;Blue Nile University;SD
conf/icse/EspinhaZG15;Andy Zaidman;Purdue University Calumet;US
conf/csedu/AdamuB20a;Muhammad Sadi Adamu;Kanto Gakuen University;JP
conf/icra/KwonS06;Jae-Bok Song;Institut National Polytechnique de Toulouse;FR
conf/vlsid/WangDN93;Alexandru Nicolau;Arab Open University;OM
conf/cikm/JiaoXZZ19;Jiawei Zhang;Tamil University;IN
conf/isit/SengerSBZ11;Christian Senger;Shanghai Dainji University;CN
conf/gecco/WedgeK08;David C. Wedge;Hansei University;KR
conf/med/SotiropoulosAKH13;Efthymios Housos;Agricultural University of Poznan;PL
conf/safecomp/OstbergB13;Kenneth Östberg;University of Glamorgan;GB
conf/icira/LiLZ19;Chunguo Li;Chengdu University of Technology;CN
conf/mirage/HuangZW07;Chung-Ming Wang;Universidad Bolivariana;CL
conf/cbd/HeFLLTC17;Chaobo He;Hosei University;JP
conf/embc/WidatallaKYNFSK21;Ahsan Khandoker;Universität Innsbruck;AT
conf/jcdl/BornerC01;Chaomei Chen;Kawasaki Medical School;JP
conf/mobihoc/Karande0SG09;Hamid R. Sadjadpour;Hanoi National Economics University;VN
conf/sebd/CintiaTCCM13;Camila Ferreira Costa;Birla Institute of Technology, Ranchi;IN
conf/patmos/StammermannHSSN03;Ansgar Stammermann;University of Moratuwa;LK
conf/aaai/Li0LPZ021;Dezhong Peng;University of Science & Technology Bannu;PK
conf/amcc/McFarlaneB16;Hamsa Balakrishnan;St. Petersburg State University of Telecommunication;RU
conf/iscas/GanganathCTW15;Chi K. Tse;Indian Veterinary Research Institute;IN
